custom_id,course_id,course_name,teacher,post_url,post_title,post_date,post_tag,year_term,has_template,recommendation,sweetness,workload,teaching_style,grading_method,summary
M.1467737260.A.0BE__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1467737260.A.0BE.html,[評價] 104全 毛慶生 總體經濟學,Wed Jul  6 00:47:38 2016,評價,104,True,4,3,,"除了第一堂課用投影片講之外,老毛上課都是用板書的（英文為主）, 會寫滿社科201教室中間的四面黑板,寫了又擦擦了又寫,但速度也不是 說會快到讓人跟不上就是了,（其實上課不用抄筆記也是可以啦,在經 濟系系學會資源跟批踢踢上都有流傳老毛一年上課的完整筆記,內容 幾乎就是板書,大多數時候也不會有缺,除非老毛突然飆車上到貨幣吧） 老毛上課非常強調直觀,在進入推導一階條件跟求解的地獄之前總是 會先講背後的直觀（telling the story）,之後才進入瘋狂的代數, 在求得均衡解之後也會推導在不同變數的變化或者是政府政策的推動 會對總體經濟造成什麼樣的效果,此時就會開始毫不留情的酸人了： 行政院長 …","（期中加期末）/2 教授沒請助教,自己一個人看上百份考卷 傳說中的鐵三角之一 每次考試的平均會調到77 78分左右 大多時候都會開根號乘以十啦 期中或期末調整分數後及格者應該就不會被當掉 應該不好直接說甜還是不甜（後述）","雖然書出版之後老毛上課有點像有聲書,但在聽有聲書中間總是會穿插 一些趣事,例如崔苔菁的臉之類的（雖然我不懂崔苔菁的臉指的是什麼） 同時老毛的潑辣政治評論也會在這時候出現,老毛的顏色應該不消我 多說,最不滿的top 1應該是現任台北市長,曾經罵著罵著就直接說出 柯P是個草包之類的話,再來應該是洪素珠跟蔡英文政府xdd,也是罵著 罵著就會口無遮攔直接說出Shxt X 跟比中指（敝人看過有如此行徑的 教授除了他以外,應該就是在隔壁法學院,也會抽菸,名字裡也有個生的 教授了）,除了綠的之外,最常被老毛講的應該就是消費卷了,很早以前 就已經預言不會有什麼效果,果真也沒啥效果xdd 曾經有人寫意見調查希望…"
M.1442452208.A.E32__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1442452208.A.E32.html,[問題] 毛慶生老師總體經濟學,Thu Sep 17 09:10:05 2015,問題,,False,,,,,,
M.1441877102.A.1CC__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1441877102.A.1CC.html,[問題] 毛慶生 總體經濟學 加簽習慣,Thu Sep 10 17:24:54 2015,問題,,False,,,,,,
M.1396497262.A.A74__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1396497262.A.A74.html,[問題] 毛慶生總體經濟學 課程進度,Thu Apr  3 11:54:19 2014,問題,,False,,,,,,
M.1372788180.A.81D__ECON7109,ECON7109,貨幣理論與政策一,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1372788180.A.81D.html,[評價] 101-1 毛慶生 貨幣理論與政策一,Wed Jul  3 02:02:58 2013,評價,101-1,True,5,4,2,以板書為主,應該算甜吧？,"上課內容為""引入貨幣的經濟世界""， 透過一些模型設定， 討論 變數之間的關係 或是 一些政策的擬定， 會提到 Dynamic Programming 的方法。 作業需要一些 Matlab 的基礎， 直接用 Uhlig, Dynare 會比較省力。 今年修課的人有一點少， 老毛有一點難過.... 好課不能被埋沒， 十分推薦對貨幣領域有興趣的同學修！"
M.1309842161.A.CDC__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1309842161.A.CDC.html,[分享]毛慶生老師總體經濟學筆記(電子版),Tue Jul  5 13:02:38 2011,分享,,False,,,,,,
M.1291136237.A.D8B__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1291136237.A.D8B.html,[求救] 12/01的毛慶生 總體經濟學,Wed Dec  1 00:57:14 2010,求救,,False,,,,,,
M.1284504920.A.E40__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1284504920.A.E40.html,[News] 毛慶生老師  總體經濟學  共同筆記事項,Wed Sep 15 06:55:17 2010,News,,False,,,,,,
M.1270199991.A.B7D__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1270199991.A.B7D.html,[News] 4月7日毛慶生老師總體經濟學-確定是「不用」上課,Fri Apr  2 17:19:48 2010,News,,False,,,,,,
M.1270191029.A.4E8__Fin2006,Fin2006,總體經濟學,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1270191029.A.4E8.html,[News] 4月7日毛慶生老師總體經濟學-不用上課,Fri Apr  2 14:50:26 2010,News,,False,,,,,,
M.1266024217.A.B9F__ECON7109,ECON7109,貨幣理論與政策一,毛慶生,https://www.ptt.cc/bbs/NTUcourse/M.1266024217.A.B9F.html,[評價] 98-1 毛慶生 貨幣理論與政策一,Sat Feb 13 09:23:34 2010,評價,98-1,True,5,2,5,上課方式沿襲老毛的一貫風格，授課內容為版書。 版書內容為貨幣理論的一些經典paper，再簡化部分的模型運算而成，使學生更好 理解。授課方向雖follow Walsh的脈絡，但不買教科書是可以的。,紮實。紮實的理由是上課內容豐富但有些繁重，需要花很多心力才能準備好。 但老毛不會在分數上刁難學生，只要跟上老師的進度，3學分入袋不是難事。 這學期有一次電腦作業，期末考與期末報告(10頁以內，可自己設模型或寫survey) 評分比重未知。,這門課雖然很紮實也很累，但修完後保證得到很多。老師不會給很多作業去約束你 ，課堂出的練習也不需要繳回，所以自動自發的學習是很重要的。 老師很歡迎同學跟他討論，越敢問就越有收穫。 這門課歸類在貨幣學門，對立志走總體的學生而言，這是很推薦的一門課。
M.1592990914.A.B06__AM7034,AM7034,電磁學,毛紹綱,https://www.ptt.cc/bbs/NTUcourse/M.1592990914.A.B06.html,[評價] 108-2 毛紹綱 電磁學(二),Wed Jun 24 17:27:06 2020,評價,108-2,True,5,,,投影片,期中考40% 期末考40% 小考+作業20%,電磁學(二)應該是系上大多數人覺得最沒必要的必修(?，不過老師人真的很好， 可以感受到他的教學熱忱，雖然每次都會小遲到或是投影機出問題，而且期中考 前一周會自己出一份模擬期中考題，所以期中考平均毛班是最高的，不過期末考 因為趕課就沒時間了，然後跟電磁學(一)一樣會有電磁能力測驗的額外加分，我 自己感覺是中高級題目真的難很多，至於小考就是帶自己的筆電上去電磁平台， 會隨機抽題庫10題(每個人都不一樣)。至於難度的部分是期末>>>期中。 最後，不免俗的，一定要黑特一下助教(雖然我的恨意沒107那篇深)，大助教人 真的不錯，每周都有電磁學的讀書會，期考前也會跟大家提醒考點和複習考古 題，(註:題目會…
M.1561202585.A.8D3__AM7034,AM7034,電磁學,毛紹綱,https://www.ptt.cc/bbs/NTUcourse/M.1561202585.A.8D3.html,[評價] 107-2 毛紹綱 電磁學二,Sat Jun 22 19:22:58 2019,評價,107-2,True,4,4,,投影片 但筆記會延遲 老師還會放一些影片幫助同學理解 只是那個畫面真的是卡到不行,電磁學最好是會甜喔 騙誰啊,必修課逃不掉的 只能祝你遇到好助教 李班的助教就不錯
M.1485960937.A.B27__AM7034,AM7034,電磁學,毛紹綱,https://www.ptt.cc/bbs/NTUcourse/M.1485960937.A.B27.html,[評價] 105-1 電磁學三 毛紹綱,Wed Feb  1 22:55:33 2017,評價,105-1,True,5,,4,投影片為主 附帶一點板書 老師講課清晰 跟著老師的課可以清楚掌握整個大觀念 內容也會搭配實際的應用 對自己在學的東西更有概念 細節的部分 簡單的推導並不多停留 而複雜的則會說清楚其中的步驟 有問題時 老師也很願意停下來為同學解惑 並鼓勵同學多提問 而期中考後有嘗試鼓勵大家做預習 並於課堂一開始抽點問問題 但是成效不是太好就是了... 感覺大家還是不習慣先預習,期中40% 期末40% 小考10% 作業10% 電磁能力測驗5% (加分，自行報名參加),總而言之就是大推!! 其實我電磁一很爛 透過老師的課讓我重拾電磁學的信心 從電磁一 C- 到電磁二 A+ 不是夢!!
M.1422051653.A.161__AM7034,AM7034,電磁學,毛紹綱,https://www.ptt.cc/bbs/NTUcourse/M.1422051653.A.161.html,[評價] 103-1 毛紹綱 電磁學二,Sat Jan 24 06:20:50 2015,評價,103-1,True,5,3,3,教授用投影片輔以黑板上課,Midterm 40% Final 40% HW 20% 有兩次quiz不算分。 電機系統一調分。 電磁嘛，基本上被認為是電機系守門神，扎實不爽不涼不甜YEAH(崩潰,感覺大家還是要有評價文才會比較安心的選教授， 那這裡我一定要大力推薦毛紹綱教授，拯救你的電磁二!
M.1503169562.A.CE6__TB11420053,TB11420053,邏輯合成與驗證,江介宏,https://www.ptt.cc/bbs/NTUcourse/M.1503169562.A.CE6.html,[評價] 105-1 江介宏 邏輯合成與驗證,Sun Aug 20 03:06:00 2017,評價,105-1,True,4,2,5,使用投影片上課，老師會在講完演算法時問全班同學有沒有聽懂或理解， 有時候也會點同學起來回答一些簡單的問題。 老師講解的還算清楚，步調也不會太快，由於大部分是演算法或是理論， 需要聚精會神，有時候恍神可能就需要自己花很多時間來彌補。 偶爾會在黑板上推導比較複雜的演算法。,30% Homework 10% Programming assignments 25% Midterm 5% Final quiz 30% Project 紮實分 大概 2X 人修課 11.54% A+,雖然過半年了，但是看到這門課沒有評價不忍心QQ，所以來寫個，其實 這真的是一門好課，內容非常充實，不過就是需要有熱忱跟興趣才能修好就 是了！不過我猜也不會有很多人看。第一次發文請見諒。
M.1672234237.A.786__Write5019,Write5019,深造預備英文寫作,江介維,https://www.ptt.cc/bbs/NTUcourse/M.1672234237.A.786.html,[評價] 111-1 江介維 深造預備英文寫作,Wed Dec 28 21:30:33 2022,評價,111-1,True,5,5,3,兩小時正課，老師投影片授課。節奏緊湊、內容豐富，很鼓勵同學發言，而課堂的氣氛也 能讓同學發言得很輕鬆自在，課堂營造很棒。 一小時實習課，每週的活動都不一樣，算是當周正課的延伸實作。實習課有分組，且幾乎 每週的實習課都需要與組員分享和討論。在 CV 的實習課也讓我們實作 peer review，幫 同學看他的 CV 有哪些問題，同時也會收到他人給的回饋。,10% Cover letter 20% Resume/CV 20% Autobiography 25% SoP 20% Attendance & Participation 其中 Resume/CV 是完全由 peer review 得到的分數作為評分，老師只會在兩份評分的分 數差距五分以上時協助裁定最後的分數。 課堂參與的部分，每次上課回答以及與老師互動都會得到 0~3 分的參與分，下課時與助教 報告加分即可，最後的參與分並不是看每個人加分的原始分數，而是用你的參與分在班上 的排名去調整給分。細節我不清楚，不過我記得老師說不會是 0~20 分的常態分佈，總之 上課能偶爾分享一下自己的想法的…,承我在文章開頭提及，我認為這門課絕對是我在台大修過的課前三名的好課。授課節奏緊 湊、課程內容，知識與價值很高、老師授課技巧與課堂活動安排非常地有經驗，對於班級 風氣的經營也很得宜，是少數我不會想蹺課回家自己讀講義，而是幾乎每週都很期待到班 聽講的課。每週到班時看到的同學人數也都差不多，我也很少看到同學在睡覺或讀其他東 西，我想也許其他同學也很喜歡這門課吧（？） 雖然這堂課已經夠有名了，但好課值得分享，好老師也值得獲得掌聲。
M.1561740860.A.5C6__Write7005,Write7005,英文寫作基礎,江介維,https://www.ptt.cc/bbs/NTUcourse/M.1561740860.A.5C6.html,[評價] 107-2 江介維 英文寫作基礎,Sat Jun 29 00:54:18 2019,評價,107-2,True,5,5,4,基本上前半節（或前2/3）是由助教上文法課，老師從旁補充； 剩下的時間換老師解說寫作原理與架構。 整堂課很注重發言與討論， 助教和老師也很鼓勵大家發表自己的想法與見解， 上課前都會將桌子圍成一組一組的溫馨樣， 方便大家討論與腦力激盪。 助教的文法投影片，老師的寫作投影片，課後都會上傳到CEIBA讓大家方便複習。 文法課的部分不小心在上面說完了xD， 不過真的要大大稱讚我們的助教， 上課超級用心，也很努力營造整體上課討論的氛圍， 讓這堂課程大大加分！ 介維本身我覺得算是這堂課最大的賣點xD。 看得出來老師是真的在寫作上下足功夫（從老師推薦的一大堆工具書中可見一二）， 非常注重許多近似字之間的差異…,評分方式，應該是寫作中心的標準： – 作業 50% (下面加起來其實是51% xD) (1) Topic sentence 3% *寫一句topic sentence。 (2) Summary 5% *摘要課本的一篇文章。 (3) Process writing 10% (可以Revision一次) *寫出課本一張圖片的流程（段落）。 (4) Comparison & Contrast outline 5% *自己選兩個物品、事情、概念做比較，只要先寫出Introduction， 與每一段的topic sentences就可以。 (5) Outline peer review 3% *給同學的…,很棒的一堂英文寫作課！ 我覺得任何有需要英文寫作需求的研究生， 都應該試著來修修看這系列的課程， 收穫遠比預期來得更充實！
M.1659951865.A.87B__BA1010,BA1010,企業管理,江俊毅,https://www.ptt.cc/bbs/NTUcourse/M.1659951865.A.87B.html,[評價] 110-2 江俊毅 企業管理,Mon Aug  8 17:44:22 2022,評價,110-2,True,3,5,3,1.積極參與課程活動：準時出席是修習這門課的基本承諾。此外，積極的參與還包括適當的課前預習、積極參與討論、充分表達自己的見解，以及面對不同意見時的勇於交換意見。 2. 課前小考：每堂課開始前有 10 分鐘的小考，試題為上週課程內容之簡答題。 3. 隨堂個案及導讀報告（小組進行）。 (1) 隨堂個案安排於課程最後 50 分鐘進行討論，各組須於下課前繳交個案問題之分析過程與討論結果給助教。依小組討論結果之完整度擇優於隔週課堂報告，報告時間為 20 分鐘。 (2) 導讀報告將依小組排序輪流報告，報告時間為 10 分鐘。 (3) 上述報告小組須在課程前一天下午 5 點前將 PPT 寄給助教，逾期者該次…,評量方式 個人-課堂參與（出席、回答）：17% 個人-課前小考：28% 小組-隨堂個案及導讀報告：30% 個人-期末考：25% 甜課啦，報告、小考都可以輕鬆拿8~10分，滿分10分,我覺得這門課的理論滿無聊的，而且大部分時間自讀就可以了，不過隨堂分析就比較需要同學平時的累積，如何多面向去分析企業遇到的問題，盡可能找到解決方案，或許才是這堂課的本體，不過也可能淪為紙上談兵啦
M.1596894697.A.4A9__Chem3024,Chem3024,無機化學二,江建文,https://www.ptt.cc/bbs/NTUcourse/M.1596894697.A.4A9.html,[評價] 108-2 江建文 無機化學二,Sat Aug  8 21:51:35 2020,評價,108-2,True,4,4,3,50% 投影片、50% 板書 是一門看似演講型、但筆記量又多到讓你覺得是板書教學型的混合式課程。 講義就是將課本電子書的各段落 (老師會在上面畫重點) 節錄、拼貼製作而成， 也會加入一些他自己找的資料和圖片作為補充。老師常在一頁之中塞入大量材料， 這樣的好處是可以只看講義就弄懂課本內容，但缺點就是印出來的字真的有夠小， 有時候會看到眼睛脫窗，得用放大鏡才能讀懂這些螞蟻字 (誤 老師似乎有點...不拘小節？他常常會不小心講錯東西， d電子數錯、填入軌域順序不對、ground term解錯、把吸收peak對到錯的transition... 族繁不及備載，交由各位自行體會囉，不過這應該不影響大方向的…,期中作業 10% 期中考 40% 期末作業 10% 期末考 40% 「期中考」是你唯一有理由掉分、也是唯一能一口氣把你弄死的地方。 換句話說，若能扛下期中這一波傷害，你就是這科的贏家，大致上算偏甜。,跟一年前相比，老師的中文真的進步了不少啊...(老師是大馬人) 原先我預期這堂課應該會比照無機一爽爽滑過去，結果讓我滿意外的， 難度比預期的高了一些，後半學期的UV-Vis光譜和無機反應機構確實讓我學到不少， 老師的教學模式我是可以接受，只是過濾器的工作量很大，每次上完課都覺得有點累。 據說老師因為板書抄太多所以期末慘遭投訴，他表示既然學生不喜歡的話， 那他以後就不補充那麼多了。老師的上課方式的確有滿多需要加強的地方， 小魯我也有寫一篇600字的期末教學建議給他，希望老師能夠更加進步。 不過說實話我滿喜歡他的教學理念的，大家不要這麼討厭他啦QAQ
